listing_id,host_since,host_acceptance_rate,superhost,host_total_listings,neighborhood,room_type,accommodates,beds,min_nights,total_reviews,avg_rating,price
6.44E+17,7/19/2017,0.48,FALSE,11,Georgetown,EntireHome/apt,5,3,10,3,4.67,225
6.45E+17,6/9/2022,1,FALSE,1,Georgetown,EntireHome/apt,4,3,1,16,4.88,135
6.46E+17,1/25/2022,0.99,FALSE,5,Downtown,EntireHome/apt,2,1,1,23,4.65,285
6.48E+17,11/2/2015,0.86,FALSE,2,CapitolHill,EntireHome/apt,4,2,2,9,5,111
6.48E+17,10/24/2017,1,FALSE,1,CapitolHill,EntireHome/apt,4,2,1,9,5,160
6.50E+17,12/23/2014,0.99,FALSE,1141,Downtown,PrivateRoom,4,2,1,1,5,226
6.51E+17,7/31/2016,0.88,FALSE,6,Petworth,EntireHome/apt,2,1,30,1,5,100
6.53E+17,5/15/2016,0.67,FALSE,1,Georgetown,EntireHome/apt,2,1,4,1,5,199
6.53E+17,3/12/2020,0.93,FALSE,5,Takoma,PrivateRoom,2,1,2,1,5,60
6.54E+17,10/15/2015,0.99,TRUE,250,Petworth,EntireHome/apt,4,2,2,8,4.38,92
6.55E+17,6/8/2019,1,FALSE,1,FortMcNair,EntireHome/apt,5,1,2,3,5,191
6.59E+17,11/5/2015,1,FALSE,3,Georgetown,PrivateRoom,2,1,1,10,4.8,137
6.59E+17,6/27/2022,1,FALSE,1,CapitolHill,EntireHome/apt,4,2,2,10,4.8,176
6.59E+17,1/20/2015,1,FALSE,1,DupontCircle,EntireHome/apt,2,1,2,10,4.8,149
6.59E+17,5/15/2022,1,FALSE,5,Downtown,EntireHome/apt,2,1,1,10,4.8,197
6.59E+17,11/22/2015,0.96,FALSE,1,Petworth,EntireHome/apt,5,3,1,10,4.8,130
6.62E+17,9/25/2015,0.96,FALSE,1,Petworth,EntireHome/apt,4,3,2,6,4.83,111
6.63E+17,4/13/2022,1,FALSE,3,Bellevue,EntireHome/apt,5,3,1,11,5,114
6.63E+17,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,4,2,1,11,5,139
6.64E+17,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,5,3,1,6,5,157
6.64E+17,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,5,3,1,6,5,178
6.64E+17,2/3/2022,1,TRUE,3,FortMcNair,EntireHome/apt,4,2,1,6,5,200
6.65E+17,3/17/2020,0.96,FALSE,1,Georgetown,EntireHome/apt,4,2,2,6,4.5,155
6.65E+17,1/31/2022,1,FALSE,3,Downtown,EntireHome/apt,4,2,3,6,4.5,120
6.66E+17,11/27/2014,0.89,FALSE,3,Georgetown,PrivateRoom,1,1,2,6,5,65
6.67E+17,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,5,3,1,11,4.82,164
6.69E+17,3/12/2020,0.93,FALSE,5,Takoma,PrivateRoom,2,1,2,3,5,70
6.71E+17,3/12/2020,0.93,FALSE,5,Takoma,PrivateRoom,2,1,2,1,5,60
6.71E+17,4/28/2019,1,FALSE,3,Bellevue,EntireHome/apt,5,3,1,1,5,128
6.72E+17,10/9/2014,0.91,FALSE,1,Petworth,EntireHome/apt,4,2,1,3,5,104
6.72E+17,3/12/2020,0.93,FALSE,5,Takoma,PrivateRoom,2,1,2,3,5,50
6.78E+17,7/31/2016,0.88,FALSE,6,Petworth,EntireHome/apt,4,2,30,1,5,111
6.78E+17,12/8/2021,0.86,FALSE,4,Petworth,PrivateRoom,2,1,2,1,5,62
6.80E+17,10/15/2015,0.99,TRUE,250,DupontCircle,EntireHome/apt,8,4,3,4,5,454
6.85E+17,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,5,3,1,10,5,160
6.88E+17,11/20/2015,0.98,TRUE,2,Petworth,EntireHome/apt,4,1,2,3,5,120
6.88E+17,11/26/2012,0.99,TRUE,5,Georgetown,PrivateRoom,1,1,2,3,5,47
6.89E+17,4/13/2022,1,FALSE,3,Bellevue,EntireHome/apt,3,1,1,2,4.5,96
6.91E+17,8/4/2021,1,FALSE,5,Downtown,EntireHome/apt,2,1,1,18,4.5,289
6.91E+17,8/4/2021,1,FALSE,5,Downtown,EntireHome/apt,4,2,1,18,4.5,309
6.95E+17,5/14/2019,0.97,FALSE,52,Bellevue,PrivateRoom,1,1,31,1,4,30
6.95E+17,8/16/2022,1,FALSE,2,CapitolHill,EntireHome/apt,6,3,3,1,4,299
6.95E+17,7/20/2012,0.78,FALSE,5,Petworth,PrivateRoom,1,1,2,1,4,65
